gene	cn_lower_ex	cn_upper_ex	cn_lower	cn_upper	cn_lower_diff	cn_upper_diff	chromosome	start	end
MIR7114	True	True	1.7738/1.9353	1.7738/1.9353	0.16149999999999998	0.16149999999999998	chr9	137450026	137450086
PNPLA7	True	True	1.7738/1.9353	1.7738/1.9353	0.16149999999999998	0.16149999999999998	chr9	137459953	137550534
MRPL41	True	True	1.7738/1.9353	1.7738/1.9353	0.16149999999999998	0.16149999999999998	chr9	137551199	137552555
DPH7	True	True	1.7738/1.9353	1.7738/1.9353	0.16149999999999998	0.16149999999999998	chr9	137554909	137578935
ZMYND19	True	True	1.7738/1.9353	1.7738/1.9353	0.16149999999999998	0.16149999999999998	chr9	137582079	137590490
ARRDC1	True	True	1.7738/1.9353	1.7738/1.9353	0.16149999999999998	0.16149999999999998	chr9	137605654	137615358
ARRDC1-AS1	True	True	1.7738/1.9353	1.7738/1.9353	0.16149999999999998	0.16149999999999998	chr9	137615332	137618813
EHMT1	True	True	1.7738/1.9353	1.7738/1.9353	0.16149999999999998	0.16149999999999998	chr9	137618963	137836127
MIR602	True	True	1.7738/1.9353	1.7738/1.9353	0.16149999999999998	0.16149999999999998	chr9	137838419	137838516
AL772363.1	True	True	1.7738/1.9353	1.7738/1.9353	0.16149999999999998	0.16149999999999998	chr9	137867925	137892570
CACNA1B	True	True	1.7738/1.9353	1.7738/1.9353	0.16149999999999998	0.16149999999999998	chr9	137877789	138124624
FAM230C	True	True	0.9343/1.0776	0.9343/1.0776	0.14329999999999987	0.14329999999999987	chr13	18195297	18232024
LINC00273	True	True	1.8511/2.8842	1.8511/2.8842	1.0331	1.0331	chr16	34158585	34160036
PDE4C	False	True	1.6715/1.6175	1.7897/1.6798	0.05400000000000005	0.10990000000000011	chr19	18207961	18255419
KIAA1683	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18257098	18274509
JUND	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18279760	18281622
MIR3188	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18282077	18282161
LSM4	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18306230	18323274
PGPEP1	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18340587	18369950
GDF15	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18386158	18389176
MIR3189	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18386562	18386634
LRRC25	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18391144	18397617
SSBP4	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18419355	18434562
ISYNA1	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18434388	18438301
ELL	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18442663	18522127
FKBP8	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18531762	18543660
KXD1	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18559112	18569378
UBA52	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18571860	18577550
C19orf60	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18588725	18592336
CRLF1	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18593237	18606850
TMEM59L	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18607430	18621039
KLHL26	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18636965	18671714
CRTC1	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18683678	18782333
COMP	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18782773	18791314
UPF1	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18832001	18868229
GDF1	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18868545	18896096
CERS1	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18868552	18896144
COPE	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18899563	18919380
DDX49	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18919675	18928627
HOMER3	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18929203	18939635
AC002985.2	True	True	1.7897/1.6175	1.7897/1.6175	0.17220000000000013	0.17220000000000013	chr19	18940322	18946831
LINC00662	True	True	2.386/2.553	2.386/2.553	0.16699999999999982	0.16699999999999982	chr19	27730273	27746230
